doc_id,nppes_provider_city,nppes_provider_state,number_of_hcpcs,total_services,total_medicare_allowed_amt,number_of_drug_hcpcs,total_drug_services,total_drug_medicare_allowed_amt,number_of_med_hcpcs,total_med_services,total_med_medicare_allowed_amt,beneficiary_average_risk_score
IB6686052,LOUISVILLE,KY,5,52,5141.72,0,0,0,5,52,5141.72,2.4458
QU6733833,CLINTON TOWNSHIP,MI,22,2010,268902.2,NA,NA,NA,NA,NA,NA,1.5598
FM1999989,MANCHESTER,NH,22,851,65834.39,0,0,0,22,851,65834.39,1.3963
SR7981505,EXTON,PA,24,1702,206014.07,0,0,0,24,1702,206014.07,1.6366
WI4621339,TUPELO,MS,29,6748,195939.59,NA,NA,NA,NA,NA,NA,1.1846
VR0718979,SACRAMENTO,CA,22,343,48491.72,0,0,0,22,343,48491.72,1.3138
BL7616881,KANSAS CITY,KS,26,610,71012.62,NA,NA,NA,NA,NA,NA,1.9977
KO2818802,SCOTTSBLUFF,NE,44,1184,104556.29,0,0,0,44,1184,104556.29,1.329
MG9589091,GREEN BAY,WI,36,1125,82559.23,5,32,278.79,31,1093,82280.44,1.4371
MZ8036394,DELRAY BEACH,FL,8,549.5,54065.84,0,0,0,8,549.5,54065.84,1.3537
XZ4317589,CLEVELAND,OH,20,672,45230.09,0,0,0,20,672,45230.09,2.1621
EO4922291,ORLANDO,FL,22,1685,208781.18,0,0,0,22,1685,208781.18,1.5452
FD7686132,NEWARK,NJ,25,1279,120214.79,0,0,0,25,1279,120214.79,1.9046
RA8843480,AURORA,CO,6,83,9496.8,0,0,0,6,83,9496.8,1.2052
MN1658066,AUSTIN,TX,17,7689,219892.92,1,6405,35307.55,16,1284,184585.37,1.4929
IJ7940536,MIAMI,FL,19,3476,69319.32,2,3310,48600.04,17,166,20719.28,1.7036
RX8771508,WASHINGTON,DC,17,71,8284.15,NA,NA,NA,NA,NA,NA,0.8766
BT0061927,COLUMBIA,SC,26,543,50926.95,0,0,0,26,543,50926.95,1.7068
DW4977050,DURHAM,NC,24,426,49097.91,0,0,0,24,426,49097.91,1.5432
EE4348889,AUDUBON,NJ,27,892,120382.62,0,0,0,27,892,120382.62,1.5388
KR3533218,BRONX,NY,13,231,28975.5,0,0,0,13,231,28975.5,2.5932
WI4141035,SALT LAKE CITY,UT,15,140,11624.35,0,0,0,15,140,11624.35,1.4385
PP0120448,NASHVILLE,TN,29,536,66805.42,0,0,0,29,536,66805.42,1.9279
EJ0058759,OKLAHOMA CITY,OK,21,336,36320.45,0,0,0,21,336,36320.45,1.6273
GR1704173,CAGUAS,PR,8,148,16777.23,0,0,0,8,148,16777.23,1.107
CB5860614,DALLAS,TX,22,562,43941.52,NA,NA,NA,NA,NA,NA,1.6642
UZ9247679,ENGLEWOOD,CO,36,5086,121502.78,2,4350,24810.51,34,736,96692.27,1.3222
CF3301845,ALBUQUERQUE,NM,23,347,28674.93,0,0,0,23,347,28674.93,1.3614
DA9051882,AUGUSTA,GA,5,226,12435.73,0,0,0,5,226,12435.73,1.285
XM2487382,OLNEY,MD,10,62,9958.02,0,0,0,10,62,9958.02,1.5088
TM2245215,BILLINGS,MT,40,609,57658.1,0,0,0,40,609,57658.1,1.0975
GN1656017,CLEVELAND,OH,15,127,13530.17,0,0,0,15,127,13530.17,2.2041
DM9762305,CHARLOTTESVILLE,VA,17,287,42649.41,0,0,0,17,287,42649.41,1.7434
ME6808237,GAINESVILLE,GA,23,2210,68758.53,NA,NA,NA,NA,NA,NA,1.5178
UX9144340,NEW HAVEN,CT,9,84,13489.54,0,0,0,9,84,13489.54,1.5993
FJ6014672,RICHMOND,VA,18,239,40513.14,0,0,0,18,239,40513.14,2.4882
ZW7409773,AMARILLO,TX,49,3868,146675.03,NA,NA,NA,NA,NA,NA,1.635
PI3868578,LAKE HAVASU CITY,AZ,14,1115,131402.96,0,0,0,14,1115,131402.96,1.2707
BY1994747,KEENE,NH,28,1196,87483.46,0,0,0,28,1196,87483.46,1.2352
VS8768717,HOUSTON,TX,8,106,21108.16,0,0,0,8,106,21108.16,1.6041
VJ1814510,MADISON,WI,13,53,5913.43,0,0,0,13,53,5913.43,1.0711
BQ5608861,ALTAMONTE SPRINGS,FL,9,586,98072.94,0,0,0,9,586,98072.94,2.1098
JB3227879,NEW YORK,NY,20,851,236370.8,0,0,0,20,851,236370.8,2.0563
OM6291658,APPLE VALLEY,CA,29,1738,241485.6,0,0,0,29,1738,241485.6,2.272
RD5137602,UPLAND,PA,27,7509,145746.06,1,6598,36335.68,26,911,109410.38,1.5945
BC8802070,CLEVELAND,OH,17,336,34460.39,0,0,0,17,336,34460.39,1.4503
OY7686252,GREENSBORO,NC,17,13729,113855.57,4,13315,70619.85,13,414,43235.72,1.1432
EG7193035,NEWTON,MA,33,1211,136585.98,0,0,0,33,1211,136585.98,1.3118
VH0173658,CHARLOTTE,NC,12,111,7772.96,NA,NA,NA,NA,NA,NA,1.6328
NZ2571751,ALTAMONTE SPRINGS,FL,9,834,80000.63,0,0,0,9,834,80000.63,2.413
QA2246602,CINCINNATI,OH,6,20,2444.25,0,0,0,6,20,2444.25,1.4429
RG9806115,PORTLAND,OR,9,28,2725.01,0,0,0,9,28,2725.01,1.1212
PG1042812,PITTSBURGH,PA,38,965,75142.18,0,0,0,38,965,75142.18,1.632
RO8928363,HOUSTON,TX,25,679,101187.88,0,0,0,25,679,101187.88,1.5501
KM2825872,GREAT FALLS,MT,30,633,56787.98,0,0,0,30,633,56787.98,1.3286
KP0765683,THE WOODLANDS,TX,31,5186,149514.48,NA,NA,NA,NA,NA,NA,1.3364
OX1937305,SPOKANE,WA,11,317,41071.92,0,0,0,11,317,41071.92,1.5454
JS5566602,THIBODAUX,LA,60,17593,632663.49,4,12804,70363.19,56,4789,562300.3,1.5405
GU9425343,DALLAS,TX,19,584,126947.37,0,0,0,19,584,126947.37,1.6002
UU9508405,SAINT LOUIS,MO,37,933,98779.2,NA,NA,NA,NA,NA,NA,1.5824
EH0784790,JACKSON,MS,17,888,154068.41,0,0,0,17,888,154068.41,1.5482
ZJ3185085,LYNCHBURG,VA,54,4311,109262.44,3,3150,12313.04,51,1161,96949.4,1.4948
IT8605970,SAINT LOUIS,MO,12,115,13041.59,0,0,0,12,115,13041.59,1.0529
HR7589432,INDIANAPOLIS,IN,17,884,77024.32,0,0,0,17,884,77024.32,2.0795
KQ3702243,GILFORD,NH,27,829,67083.4,0,0,0,27,829,67083.4,1.3399
RM4186681,ORLANDO,FL,12,835,74777.37,0,0,0,12,835,74777.37,1.8231
RV6620957,MINNEAPOLIS,MN,12,173,22284.57,0,0,0,12,173,22284.57,2.1537
LF1282616,HOUSTON,TX,8,26,3103.69,0,0,0,8,26,3103.69,1.4131
HU0903127,NASHVILLE,TN,14,115,8826.32,0,0,0,14,115,8826.32,1.5355
JL8359159,SALINAS,CA,34,3197,220139.45,5,376,332.55,29,2821,219806.9,1.5098
KA8114663,LOS ANGELES,CA,16,416,54626.19,0,0,0,16,416,54626.19,1.7283
TI9924477,TALLAHASSEE,FL,7,169,31497.18,0,0,0,7,169,31497.18,1.0379
RZ3595410,MARQUETTE,MI,27,531,58246.58,NA,NA,NA,NA,NA,NA,1.1545
UY8880616,SCARBOROUGH,ME,27,743,95431.76,0,0,0,27,743,95431.76,1.44
CS3521023,TAMARAC,FL,27,1084,128671.1,0,0,0,27,1084,128671.1,1.7866
IZ3864674,BAY HARBOR ISLANDS,FL,29,18427,445489.67,1,16210,89139.7,28,2217,356349.97,1.672
DN1199825,AUSTIN,TX,43,7405,152862.55,3,6119,33980.3,40,1286,118882.25,1.3786
FY4450174,TOLEDO,OH,59,893,148517.76,0,0,0,59,893,148517.76,1.5439
YC9076076,CORDOVA,TN,49,2938,129686.65,8,1924,19322.46,41,1014,110364.19,1.2172
AH7412868,LUTHERVILLE,MD,15,1384,206669.53,0,0,0,15,1384,206669.53,1.1891
US8289516,BATON ROUGE,LA,16,799,74355.88,0,0,0,16,799,74355.88,1.8982
RE2436775,GREENSBORO,NC,47,2978,250324.05,NA,NA,NA,NA,NA,NA,1.6295
LQ5942181,BOSTON,MA,7,59,7441.49,0,0,0,7,59,7441.49,2.4383
MH2619771,THOMASVILLE,GA,49,4544,384125.46,1,62,129.13,48,4482,383996.33,1.7024
EY0099075,ALBUQUERQUE,NM,30,12551,146046.48,1,11703,64332.5,29,848,81713.98,1.2793
UF7959477,AUBURN,NY,12,808,36225.51,NA,NA,NA,NA,NA,NA,1.235
MV2075918,SAINT LOUIS,MO,8,84,10693.89,0,0,0,8,84,10693.89,1.5746
XQ5722118,SACRAMENTO,CA,28,458,33322.53,0,0,0,28,458,33322.53,1.4227
CN7614274,SALINA,KS,50,1565,143625.64,0,0,0,50,1565,143625.64,1.3512
OU8431548,ALBANY,NY,23,610,55539.95,0,0,0,23,610,55539.95,1.851
SN8478888,NEW YORK,NY,9,209,21834.93,0,0,0,9,209,21834.93,2.2541
SK4765750,NEW YORK,NY,6,107,13468.09,0,0,0,6,107,13468.09,2.2891
ML0897955,GREENVILLE,SC,30,672,37070.39,NA,NA,NA,NA,NA,NA,1.6606
YQ6644189,SALEM,VA,21,1664,146267.9,0,0,0,21,1664,146267.9,1.2081
CY6804775,ROCHESTER,MN,19,498,74493.23,0,0,0,19,498,74493.23,1.2886
HO3085314,DALLAS,TX,31,105332,760005.3,7,103862,560662.88,24,1470,199342.42,1.1722
VU6184773,WASHINGTON,PA,51,12483,207121.57,6,11168,60838.36,45,1315,146283.21,1.5785
LK5469005,CLEVELAND,OH,14,1806,252112.29,0,0,0,14,1806,252112.29,2.0189
DJ7515157,BOSTON,MA,14,1611,72024.49,0,0,0,14,1611,72024.49,1.4994
ZI8105305,MIAMI,FL,27,767,102376.99,NA,NA,NA,NA,NA,NA,1.9525
YI4883682,CHICAGO,IL,21,839,104739.69,0,0,0,21,839,104739.69,1.3027
IN3554178,BOSTON,MA,13,644,77375.74,0,0,0,13,644,77375.74,1.6498
RM9278432,WORCESTER,MA,16,542,75563.68,0,0,0,16,542,75563.68,1.4957
NJ5626345,KANSAS CITY,KS,18,411,38880.33,NA,NA,NA,NA,NA,NA,1.8122
FS6064858,MURFREESBORO,TN,61,18018,355812.31,8,16392,240339.23,53,1626,115473.08,1.4236
SU0367278,COLORADO SPRINGS,CO,9,408,49336.19,NA,NA,NA,NA,NA,NA,1.1675
JI7019771,ST PETERSBURG,FL,67,3287,378687.43,0,0,0,67,3287,378687.43,1.662
LA3949756,NEW YORK,NY,19,859,85812.16,NA,NA,NA,NA,NA,NA,1.3932
AA8663319,JONESBORO,GA,28,1170,168680.41,0,0,0,28,1170,168680.41,1.7233
LU8093847,JOLIET,IL,25,3007,293261.76,0,0,0,25,3007,293261.76,1.8313
QG5116704,SAN ANTONIO,TX,9,457,44685.9,0,0,0,9,457,44685.9,2.0949
NM4853550,DALLAS,TX,36,1762,186356.27,1,526,1039.08,35,1236,185317.19,1.3456
GE1869824,SAN JUAN,PR,9,345,28060.98,0,0,0,9,345,28060.98,1.4174
HG4555736,ATLANTA,GA,11,59,3993.91,0,0,0,11,59,3993.91,1.1675
LB7149044,OMAHA,NE,38,9549,99727.81,1,9050,49808.65,37,499,49919.16,1.2906
YK4491553,MILWAUKEE,WI,22,793,65296.81,4,26,137.3,18,767,65159.51,1.6544
RL5186157,AUSTIN,TX,12,342,7340.38,NA,NA,NA,NA,NA,NA,0.9942
EG4373849,CHARLOTTESVILLE,VA,26,288,32269.06,0,0,0,26,288,32269.06,1.8521
SN7577834,EFFINGHAM,IL,17,2009,82254.69,0,0,0,17,2009,82254.69,1.1862
EJ1079731,NASHVILLE,TN,6,67,12398.93,0,0,0,6,67,12398.93,2.3267
QO1917902,NASHVILLE,TN,31,960,64628.73,0,0,0,31,960,64628.73,1.7431
ZF7505667,DES MOINES,IA,23,1434,132462.02,NA,NA,NA,NA,NA,NA,1.3826
RS9051858,BALTIMORE,MD,16,222,43062.55,0,0,0,16,222,43062.55,1.9626
QQ2208015,SOMERS POINT,NJ,44,10842,286391.72,2,8609,47269.2,42,2233,239122.52,1.4296
LP8043691,BETHPAGE,NY,6,94,16059.74,0,0,0,6,94,16059.74,1.2879
AE3983671,HENDERSON,NV,24,30901,530109.5,5,29599,416345.25,19,1302,113764.25,1.2841
QN1365713,GLENVIEW,IL,16,695,68709.53,0,0,0,16,695,68709.53,1.5709
NV9291062,AUSTIN,TX,56,4185.5,88149.49,3,3701.5,20205.29,53,484,67944.2,0.9475
EQ5616634,HUNTINGTON PARK,CA,13,1911,198527.63,0,0,0,13,1911,198527.63,2.5212
ZP3282933,ANN ARBOR,MI,9,163,25293.54,0,0,0,9,163,25293.54,2.2228
BS0188137,SEATTLE,WA,35,2198,137122.4,NA,NA,NA,NA,NA,NA,1.3995
SP3238907,ANN ARBOR,MI,19,368,37028.93,0,0,0,19,368,37028.93,1.8644
NE6720098,MORGANTOWN,WV,32,842,75853.61,0,0,0,32,842,75853.61,1.5041
WW0119898,CHAPEL HILL,NC,15,122,13727.47,0,0,0,15,122,13727.47,2.27
IJ7914601,SAN ANTONIO,TX,24,1365,123287.86,0,0,0,24,1365,123287.86,1.2826
YH3338517,BALTIMORE,MD,9,56,6922.35,0,0,0,9,56,6922.35,1.657
VL0446948,TAMPA,FL,9,138,33533.47,0,0,0,9,138,33533.47,3.0371
BM1943544,CINCINNATI,OH,9,24,3316.62,0,0,0,9,24,3316.62,3.218
EX5902276,SUGAR LAND,TX,21,146,16500.1,0,0,0,21,146,16500.1,2.4976
AW2455911,PITTSBURGH,PA,35,1007,121549.4,0,0,0,35,1007,121549.4,1.8982
QO4356951,SAN JUAN,PR,16,95,10548.96,0,0,0,16,95,10548.96,2.2078
PG1923269,PHILADELPHIA,PA,22,385,48903.03,0,0,0,22,385,48903.03,2.2241
SW5371753,GRASS VALLEY,CA,12,897,110129.07,0,0,0,12,897,110129.07,1.108
BT7536479,DURHAM,NC,47,3957,116229.62,4,3009,14023.86,43,948,102205.76,1.486
VM5693912,HANFORD,CA,31,3327,202595.32,NA,NA,NA,NA,NA,NA,1.5588
KG4254847,TAMPA,FL,20,231,26201.08,0,0,0,20,231,26201.08,1.918
MX4440926,CINCINNATI,OH,18,219,41073.01,0,0,0,18,219,41073.01,2.06
JE8440213,HOUSTON,TX,31,1455,200706.91,0,0,0,31,1455,200706.91,1.9426
PP4484925,WAYCROSS,GA,3,49,7975.36,0,0,0,3,49,7975.36,0.9564
RA8536248,PORTLAND,OR,34,6211,157294.43,1,5200,28500.5,33,1011,128793.93,1.3333
EY7989096,HAZEL CREST,IL,31,950,114708.68,0,0,0,31,950,114708.68,1.9696
PW7993333,SPRINGFIELD,MO,22,584,80488.63,0,0,0,22,584,80488.63,1.7934
XF2006487,BOSTON,MA,11,106,9440.22,0,0,0,11,106,9440.22,1.7826
LK9540816,LOS ANGELES,CA,8,163,17940.27,0,0,0,8,163,17940.27,1.4622
HV5409445,NEW YORK,NY,16,372,43343.72,0,0,0,16,372,43343.72,2.0332
IL1414109,PORTLAND,OR,20,2177,32759.79,NA,NA,NA,NA,NA,NA,1.1634
ZX7535174,TALLAHASSEE,FL,20,502,71019.52,0,0,0,20,502,71019.52,1.9359
BQ3092369,WILLIAMSVILLE,NY,15,290,25833.9,0,0,0,15,290,25833.9,1.5707
VA7933499,ENGLEWOOD,NJ,28,1348,135755.41,NA,NA,NA,NA,NA,NA,1.3531
EC8316617,SAN FRANCISCO,CA,12,170,16378.45,0,0,0,12,170,16378.45,1.4217
TC4629323,MOBILE,AL,49,533,80280.41,0,0,0,49,533,80280.41,1.6304
HW8845129,AURORA,CO,13,344,36644.9,0,0,0,13,344,36644.9,1.0363
KZ7822974,REDWOOD CITY,CA,19,403,52478.88,0,0,0,19,403,52478.88,1.1436
LH7062078,HATTIESBURG,MS,87,9350,436435.91,16,7045,88108.63,71,2305,348327.28,1.3701
QZ0745518,PORTLAND,OR,4,218,29564.26,0,0,0,4,218,29564.26,1.4196
RH4662991,MIAMI,FL,12,7979,67496.9,1,7800,42946,11,179,24550.9,1.6575
CI6579108,WHITE PLAINS,NY,4,35,6547.5,0,0,0,4,35,6547.5,0.7856
JQ8461586,DETROIT,MI,27,678,63677.9,0,0,0,27,678,63677.9,1.7713
LS4930445,BELLINGHAM,WA,4,21,2724.04,0,0,0,4,21,2724.04,0.9933
MZ1054184,BRONX,NY,14,4795,45481.27,3,4639,25255.38,11,156,20225.89,1.5625
ST4144554,ROCHESTER,MN,6,26,3543.7,0,0,0,6,26,3543.7,0.9937
CP3891254,MOUNT VERNON,WA,27,664,64436.94,0,0,0,27,664,64436.94,1.2156
XR4188505,LONDON,KY,33,1438,177457.08,5,43,122.92,28,1395,177334.16,1.685
IX3792847,HAGERSTOWN,MD,16,1224,155076.96,0,0,0,16,1224,155076.96,1.9065
EB7207887,BEDFORD,TX,45,2494,182030.61,4,1024,4434.06,41,1470,177596.55,1.7801
NT8126760,TOWSON,MD,12,507,63080.74,0,0,0,12,507,63080.74,2.1945
FZ6050080,WAYCROSS,GA,38,4857,121225.96,1,3901,21350.27,37,956,99875.69,1.6293
BK9944580,SHAWNEE MISSION,KS,16,763,88054.65,0,0,0,16,763,88054.65,1.1591
FG7623824,MINNEAPOLIS,MN,61,12004,269403.6,17,11133,178463.93,44,871,90939.67,1.2078
VV0967700,LAKELAND,FL,52,1018,70475.55,3,225,227.56,49,793,70247.99,1.8634
RE8509405,WICHITA,KS,30,5926,224925.88,2,4266,26719.18,28,1660,198206.7,1.2439
TG4920209,GOLDEN VALLEY,MN,34,538,71171.78,0,0,0,34,538,71171.78,1.5978
LP2416782,WASHINGTON,DC,7,136,19826.56,0,0,0,7,136,19826.56,1.3663
QJ3176096,SAN ANGELO,TX,8,409,39833.83,0,0,0,8,409,39833.83,2.5917
PP9936155,CORBIN,KY,30,1109,81947.25,4,87,197.42,26,1022,81749.83,1.3947
WG4906921,LAS VEGAS,NV,10,102,10210.5,0,0,0,10,102,10210.5,1.1425
XS3154542,PUTNAM,CT,12,313,51366.77,0,0,0,12,313,51366.77,1.2927
ZX8604213,RICHMOND,VA,24,1061,71872.57,NA,NA,NA,NA,NA,NA,1.4656
EA5303228,ANTIOCH,CA,9,875,104793.2,NA,NA,NA,NA,NA,NA,1.2643
MA9228501,FORT SMITH,AR,78,22816,382965.45,7,20689,149172.01,71,2127,233793.44,1.1257
PG1919807,TULSA,OK,21,1171,136137.78,0,0,0,21,1171,136137.78,1.2364
KM2022196,NEW ORLEANS,LA,9,13,1029.21,0,0,0,9,13,1029.21,1.6755
XT7045492,LAGUNA HILLS,CA,22,2300,218145.49,NA,NA,NA,NA,NA,NA,1.8078
ZF7047477,BROWNWOOD,TX,29,4307,127638.98,NA,NA,NA,NA,NA,NA,1.2512
HZ8500452,EAST GREENWICH,RI,16,978,137303.43,0,0,0,16,978,137303.43,1.6144
HJ6667339,HUMBLE,TX,19,343,79028.87,0,0,0,19,343,79028.87,1.4777
ML1570497,EAST LANSING,MI,29,3738,111828.7,1,2739,15089.21,28,999,96739.49,1.7537
UG8807353,COLUMBIA,MO,39,915,69331.78,0,0,0,39,915,69331.78,1.5165
NX5102362,NORMAL,IL,18,1742,81023.59,0,0,0,18,1742,81023.59,1.1989
RV1780651,PASADENA,CA,30,3179,257624.53,NA,NA,NA,NA,NA,NA,1.7551
XE7990351,MEQUON,WI,57,2403,100880.58,6,1539,21460.68,51,864,79419.9,1.305
LS0369527,PHILADELPHIA,PA,12,58,10532.96,0,0,0,12,58,10532.96,1.8565
KW5221551,BURLINGTON,VT,21,1012,93444.81,0,0,0,21,1012,93444.81,1.0619
RZ2580962,MARRERO,LA,41,2872,244016.46,NA,NA,NA,NA,NA,NA,2.0809
QD9036109,IOWA CITY,IA,20,167,14432.86,0,0,0,20,167,14432.86,1.4842
DB1103010,RENO,NV,28,1964,85797.38,3,1471,7906.54,25,493,77890.84,1.288
WP8033502,CLEARWATER,FL,21,55654,467059.52,4,54153,295445.09,17,1501,171614.43,1.1861
UX1285109,PORTSMOUTH,VA,13,6368,168941.8,NA,NA,NA,NA,NA,NA,1.1498
FZ5425367,OMAHA,NE,27,705,79059.54,0,0,0,27,705,79059.54,1.464
AD8011722,COLONIAL HEIGHTS,VA,36,2242,163063.5,NA,NA,NA,NA,NA,NA,1.6752
PQ4164338,MILWAUKEE,WI,25,495,74899.06,0,0,0,25,495,74899.06,1.5737
XZ6929699,NEWARK,DE,18,605,64787.23,0,0,0,18,605,64787.23,1.6028
VU4897654,BOSTON,MA,5,34,3498.85,0,0,0,5,34,3498.85,1.029
WW5345410,PARK RIDGE,IL,31,621,80322.36,NA,NA,NA,NA,NA,NA,1.2298
YI5858242,NEWTON,MA,11,301,38342.67,0,0,0,11,301,38342.67,1.1671
PR2363276,MADISON,WI,17,228,26015.97,0,0,0,17,228,26015.97,1.394
AN2418400,HERSHEY,PA,16,248,23415.56,0,0,0,16,248,23415.56,1.6184
NF4993088,BOSTON,MA,5,19,2224.97,0,0,0,5,19,2224.97,2.322
US5953661,ANCHORAGE,AK,25,804,169931.64,0,0,0,25,804,169931.64,1.2836
XV5159383,FARMINGTON,CT,21,744,50637.85,NA,NA,NA,NA,NA,NA,1.5025
WN2765170,BIDDEFORD,ME,21,1141,97964.08,0,0,0,21,1141,97964.08,1.3375
NH2040563,COLUMBIA,MD,19,2624,255852.43,0,0,0,19,2624,255852.43,1.6976
XD8422530,FORT LAUDERDALE,FL,23,538,43311.26,0,0,0,23,538,43311.26,1.3988
BY3164007,BALTIMORE,MD,14,71,8374.81,0,0,0,14,71,8374.81,1.4005
BX8799008,BOSTON,MA,7,70,11926.52,0,0,0,7,70,11926.52,1.0788
UM6600664,TALLAHASSEE,FL,34,1927,151286.15,NA,NA,NA,NA,NA,NA,1.1494
LU2907372,FT MYERS,FL,24,2089,209958.61,0,0,0,24,2089,209958.61,1.7444
DT0021871,MADISON,WI,37,639,52445.79,0,0,0,37,639,52445.79,1.3845
UF8848281,WHEATON,MD,20,1707,263169.37,0,0,0,20,1707,263169.37,1.1874
RW9967336,BELLEVUE,OH,84,4582,526447.02,3,526,1003.79,81,4056,525443.23,1.5883
NP3481581,HUMBLE,TX,41,19776,1103884.51,2,8835,48413.31,39,10941,1055471.2,2.2529
UF3492076,BLOOMFIELD,NJ,21,2228,269907.52,0,0,0,21,2228,269907.52,1.8334
OR8241735,PLYMOUTH,MA,16,986,120099.96,0,0,0,16,986,120099.96,1.2392
VA3848570,ROCHESTER,MN,36,722,70760.17,0,0,0,36,722,70760.17,1.4212
XH1638958,BAKERSFIELD,CA,30,9298,208497.6,2,8060,45586.34,28,1238,162911.26,1.7476
VR8944198,ADRIAN,MI,24,2881,153562.31,NA,NA,NA,NA,NA,NA,1.4011
AK1381866,HOUSTON,TX,16,2554,236007.61,0,0,0,16,2554,236007.61,2.3709
ZM7490653,NEW HAVEN,CT,16,414,39145.48,0,0,0,16,414,39145.48,1.7621
DZ0748174,NEW HAVEN,CT,21,257,28656.94,0,0,0,21,257,28656.94,1.9618
LQ6751923,MADISONVILLE,KY,34,1454,178024,NA,NA,NA,NA,NA,NA,1.3935
QL4094840,LAWRENCE,MA,34,4599,331587.3,3,1716,9457.56,31,2883,322129.74,1.5772
EA4729382,SAN RAMON,CA,22,785,103763.86,0,0,0,22,785,103763.86,1.1795
ML7589584,BATON ROUGE,LA,40,6692,107369.53,2,6008,33055.78,38,684,74313.75,1.7266
VQ2207729,AUGUSTA,GA,49,799,67342.89,0,0,0,49,799,67342.89,1.6134
IF0996112,PORTLAND,OR,21,811,69749.39,NA,NA,NA,NA,NA,NA,1.5309
OT8769703,IOWA CITY,IA,25,277,21444.8,0,0,0,25,277,21444.8,1.4941
SL4965199,SPOKANE,WA,26,956,152112.15,0,0,0,26,956,152112.15,1.5076
XC1532299,POUGHKEEPSIE,NY,36,4984,315301.76,NA,NA,NA,NA,NA,NA,1.6041
KZ2805129,PORT ST LUCIE,FL,55,5818,310667.33,4,3745,20477.4,51,2073,290189.93,1.5936
ES9234819,ROLLING HILLS ESTATES,CA,26,1110,70742.47,NA,NA,NA,NA,NA,NA,1.4529
XL1768152,CINCINNATI,OH,40,56837,972726.7,7,55590,832273.08,33,1247,140453.62,1.284
BM4983386,GAINESVILLE,FL,13,1072,209078.97,0,0,0,13,1072,209078.97,1.3765
HH8846843,EDINBURG,TX,23,612,90160.83,0,0,0,23,612,90160.83,2.8056
CX5774464,NORWICH,CT,58,5941,180986.26,NA,NA,NA,NA,NA,NA,1.3204
KU8681632,EASTPOINTE,MI,32,3156,337157.28,0,0,0,32,3156,337157.28,2.5236
LT3483571,ALEXANDRIA,VA,29,2543,398877.85,NA,NA,NA,NA,NA,NA,1.2381
PO6484231,CHARLESTON,SC,16,252,25050.24,0,0,0,16,252,25050.24,1.3614
PO9768594,BILLINGS,MT,38,363,38310.9,0,0,0,38,363,38310.9,1.46
XI9448359,RENO,NV,24,2223,77412.11,NA,NA,NA,NA,NA,NA,1.2876
JQ5500738,CEDAR RAPIDS,IA,69,1661,112966.55,NA,NA,NA,NA,NA,NA,1.2806
SR4149778,LAWRENCEBURG,TN,17,1132,71103.92,1,262,789.29,16,870,70314.63,1.2244
JE1835902,CHICAGO,IL,29,4171,190097.27,0,0,0,29,4171,190097.27,1.2905
IY7253111,TYLER,TX,20,1316,186242.92,0,0,0,20,1316,186242.92,1.9125
CL8714457,RIVERSIDE,CA,21,919,103759.34,0,0,0,21,919,103759.34,2.0799
VO5380808,SEATTLE,WA,13,178,20020.34,0,0,0,13,178,20020.34,2.2847
CJ9165230,SACRAMENTO,CA,5,20,1367.07,0,0,0,5,20,1367.07,1.1796
CR9835614,COLUMBUS,OH,15,390,39985.93,0,0,0,15,390,39985.93,1.5829
DM0942817,OCALA,FL,19,2177,282055.26,0,0,0,19,2177,282055.26,2.1566
PK7634841,LAFAYETTE,IN,45,5075,280219.8,3,2582,13480.79,42,2493,266739.01,1.47
QB0963904,LOS ANGELES,CA,5,71,12504.79,0,0,0,5,71,12504.79,1.1075
VT1068476,PITTSBURGH,PA,15,562,61212.09,0,0,0,15,562,61212.09,1.906
GI6853114,JOLIET,IL,36,522,68054.4,0,0,0,36,522,68054.4,1.8363
LT8123240,SPARTANBURG,SC,41,2495,200929.01,7,730,1406.41,34,1765,199522.6,1.8137
OU1408956,LEXINGTON,MA,3,17,2777.86,0,0,0,3,17,2777.86,0.8347
UB7109425,WASHINGTON,DC,24,1054,100922.47,0,0,0,24,1054,100922.47,0.9599
EN2364152,BEDFORD,TX,28,638,29778.1,NA,NA,NA,NA,NA,NA,1.4575
GR1786983,RENTON,WA,19,650,93196.45,0,0,0,19,650,93196.45,1.3724
PQ9690961,HERSHEY,PA,13,400,37693.96,0,0,0,13,400,37693.96,1.5857
XB4410079,CHARLOTTESVILLE,VA,22,549,51682.84,0,0,0,22,549,51682.84,1.3398
LF9498007,NEPTUNE,NJ,44,3261,456052.8,0,0,0,44,3261,456052.8,1.8091
JD9781770,HILO,HI,7,82,11366.52,0,0,0,7,82,11366.52,1.3502
CY6203655,BANGOR,ME,15,254,29821.1,0,0,0,15,254,29821.1,1.7034
AN5249954,CINCINNATI,OH,23,11795,211220.58,NA,NA,NA,NA,NA,NA,1.4744
OZ7024954,BRONX,NY,24,1824,79955.47,0,0,0,24,1824,79955.47,1.5077
LD2347035,PORTLAND,OR,24,547,45062.8,0,0,0,24,547,45062.8,1.4739
EE0388771,SALT LAKE CITY,UT,12,41,4399.07,0,0,0,12,41,4399.07,1.2478
BZ0534207,ANN ARBOR,MI,3,58,1942.84,0,0,0,3,58,1942.84,1.2707
NR4135667,GEORGETOWN,TX,46,2404,98723.79,NA,NA,NA,NA,NA,NA,1.3707
